0.000000000000000000e+00,0.000000000000000000e+00
2.020202020202020166e-01,3.025152607743137878e-01
4.040404040404040331e-01,6.019465695680562556e-01
6.060606060606060774e-01,8.952414133429232868e-01
8.080808080808080662e-01,1.179409836444989423e+00
1.010101010101010166e+00,1.451554921313803925e+00
1.212121212121212155e+00,1.708902320726896962e+00
1.414141414141414144e+00,1.948828540517119512e+00
1.616161616161616132e+00,2.168887684438381314e+00
1.818181818181818121e+00,2.366836388532772339e+00
2.020202020202020332e+00,2.540656690808950291e+00
2.222222222222222321e+00,2.688576603089869010e+00
2.424242424242424310e+00,2.809088175312854041e+00
2.626262626262626299e+00,2.900962868127898719e+00
2.828282828282828287e+00,2.963264077080251635e+00
3.030303030303030276e+00,2.995356680701168450e+00
3.232323232323232265e+00,2.996913515170070319e+00
3.434343434343434254e+00,2.967918709543020395e+00
3.636363636363636243e+00,2.908667847546971164e+00
3.838383838383838231e+00,2.819764954290393533e+00
4.040404040404040664e+00,2.702116338608866464e+00
4.242424242424242209e+00,2.556921353819025633e+00
4.444444444444444642e+00,2.385660171069147406e+00
4.646464646464646187e+00,2.190078689929339184e+00
4.848484848484848619e+00,1.972170740048326376e+00
5.050505050505050164e+00,1.734157755319719607e+00
5.252525252525252597e+00,1.478466127766770555e+00
5.454545454545454142e+00,1.207702472008489680e+00
5.656565656565656575e+00,9.246270524702304705e-01
5.858585858585858119e+00,6.321256442315786872e-01
6.060606060606060552e+00,3.331801143723891467e-01
6.262626262626262097e+00,3.083802372160409158e-02
6.464646464646464530e+00,-2.718184411002231848e-01
6.666666666666666963e+00,-5.717038886264561581e-01
6.868686868686868507e+00,-8.657611761612973300e-01
7.070707070707070940e+00,-1.150992575418336994e+00
7.272727272727272485e+00,-1.424490332466718412e+00
7.474747474747474918e+00,-1.683466310445605352e+00
7.676767676767676463e+00,-1.925280412858163315e+00
7.878787878787878896e+00,-2.147467497687570503e+00
8.080808080808081328e+00,-2.347762507962606549e+00
8.282828282828281985e+00,-2.524123562582610170e+00
8.484848484848484418e+00,-2.674752772005420720e+00
8.686868686868686851e+00,-2.798114566595500730e+00
8.888888888888889284e+00,-2.892951350786334697e+00
9.090909090909089940e+00,-2.958296323472788814e+00
9.292929292929292373e+00,-2.993483333937637880e+00
9.494949494949494806e+00,-2.998153672837307049e+00
9.696969696969697239e+00,-2.972259729017031393e+00
9.898989898989899672e+00,-2.916065474876500030e+00
1.010101010101010033e+01,-2.830143775337998768e+00
1.030303030303030276e+01,-2.715370547850410432e+00
1.050505050505050519e+01,-2.572915832964155047e+00
1.070707070707070763e+01,-2.404231866506909121e+00
1.090909090909090828e+01,-2.211038274956739880e+00
1.111111111111111072e+01,-1.995304544936467250e+00
1.131313131313131315e+01,-1.759229945541705087e+00
1.151515151515151558e+01,-1.505221108181733936e+00
1.171717171717171624e+01,-1.235867492492588315e+00
1.191919191919191867e+01,-9.539149884318560702e-01
1.212121212121212110e+01,-6.622379236651900758e-01
1.232323232323232354e+01,-3.638097616115003041e-01
1.252525252525252419e+01,-6.167278886178019504e-02
1.272727272727272663e+01,2.410928990108451853e-01
1.292929292929292906e+01,5.414007970797327651e-01
1.313131313131313149e+01,8.361894560326716963e-01
1.333333333333333393e+01,1.122453691713659829e+00
1.353535353535353458e+01,1.397275221076955010e+00
1.373737373737373701e+01,1.657852412239217532e+00
1.393939393939393945e+01,1.901528845346717400e+00
1.414141414141414188e+01,2.125820393097654470e+00
1.434343434343434254e+01,2.328440544850741478e+00
1.454545454545454497e+01,2.507323716156776960e+00
1.474747474747474740e+01,2.660646306087236290e+00
1.494949494949494984e+01,2.786845287693753725e+00
1.515151515151515049e+01,2.884634142080470642e+00
1.535353535353535293e+01,2.953015973651470727e+00
1.555555555555555536e+01,2.991293672831624395e+00
1.575757575757575779e+01,2.999077022658334979e+00
1.595959595959595845e+01,2.976286676796968678e+00
1.616161616161616266e+01,2.923154968426607159e+00
1.636363636363636331e+01,2.840223541750062974e+00
1.656565656565656397e+01,2.728337830273387610e+00
1.676767676767676818e+01,2.588638438145350662e+00
1.696969696969696884e+01,2.422549512418687545e+00
1.717171717171717304e+01,2.231764224770532934e+00
1.737373737373737370e+01,2.018227510686794179e+00
1.757575757575757436e+01,1.784116242073492398e+00
1.777777777777777857e+01,1.531817035422848861e+00
1.797979797979797922e+01,1.263901921765820724e+00
1.818181818181817988e+01,9.831021264404995463e-01
1.838383838383838409e+01,6.922802259751552612e-01
1.858585858585858475e+01,3.944009659288752467e-01
1.878787878787878896e+01,9.250103718342293779e-02
1.898989898989898961e+01,-2.103418812019403061e-01
1.919191919191919027e+01,-5.110404969842894385e-01
1.939393939393939448e+01,-8.065293777311521861e-01
1.959595959595959513e+01,-1.093796200967666055e+00
1.979797979797979934e+01,-1.369912462901321293e+00
2.000000000000000000e+01,-1.632063332668109323e+00
